,phrase,label,sentiment,subjectivity,language,count
Bundesanwaltschaft,Bundesanwaltschaft,LOC,-0.5555555555555556,0.0,de,9
Schweden,Schweden,LOC,0.15555555555555556,0.0,de,9
Leipzig,Leipzig,LOC,0.175,0.0,de,8
Luxemburg,Luxemburg,LOC,0.0,0.0,de,8
Gasspeicherverband,Gasspeicherverband,LOC,0.0,0.0,de,8
Schneien,Schneien,LOC,0.0,1.0,de,8
Union,Union,LOC,-0.1625,0.0875,de,8
Japan,Japan,LOC,0.0,0.25,de,8
Brandenburgs,Brandenburgs,LOC,0.125,0.0,de,8
Energiepreisbremsen,Energiepreisbremsen,LOC,0.26249999999999996,0.0,de,8
Frankreichs,Frankreichs,LOC,0.0,0.0,de,8
Ahrtal,Ahrtal,LOC,0.0,0.0,de,8
Sinterklaas,Sinterklaas,LOC,0.0,0.0,de,7
Moldau,Moldau,LOC,-0.17142857142857143,0.0,de,7
britische Regierung,britische Regierung,LOC,0.14285714285714285,0.0,de,7
Dänemark,Dänemark,LOC,0.19999999999999998,0.0,de,7
Donezk,Donezk,LOC,-0.5,0.0,de,6
Saarland,Saarland,LOC,0.0,0.0,de,6
Energiepreispauschale,Energiepreispauschale,LOC,0.0,0.5,de,6
Schleswig-Holstein,Schleswig-Holstein,LOC,0.17499999999999996,0.08333333333333333,de,6
Länderkammer,Länderkammer,LOC,0.2333333333333333,0.0,de,6
Asien,Asien,LOC,-0.16666666666666666,0.0,de,6
Regensburg,Regensburg,LOC,0.3499999999999999,0.0,de,6
Bonn,Bonn,LOC,-0.3499999999999999,0.0,de,6
Magdeburg,Magdeburg,LOC,0.0,0.0,de,6
Baden-Württemberg.,Baden-Württemberg.,LOC,-0.09444444444444444,0.05555555555555555,de,6
Baden-Württemberg,Baden-Württemberg,LOC,0.11666666666666665,0.0,de,6
Qualitätsartikel,Qualitätsartikel,LOC,-1.0,0.0,de,6
Franken,Franken,LOC,-0.29444444444444445,0.13888888888888887,de,6
Oberbayern,Oberbayern,LOC,0.2333333333333333,0.0,de,6
England,England,LOC,0.016666666666666607,0.0,de,6
Bundeswirtschaftsminister,Bundeswirtschaftsminister,LOC,0.2,0.0,de,5
Privacy Center,Privacy Center,LOC,0.0,0.0,de,5
Corona,Corona,LOC,-0.06000000000000001,0.0,de,5
Vielerorts,Vielerorts,LOC,-0.12000000000000002,0.0,de,5
milder,milder,LOC,0.8,0.0,de,5
Bayern.,Bayern.,LOC,0.0,0.4,de,5
Brunsbüttel,Brunsbüttel,LOC,0.0,0.0,de,5
US-Präsident,US-Präsident,LOC,0.26,0.6,de,5
Landtag,Landtag,LOC,-0.4,0.0,de,5
Ukraine:,Ukraine:,LOC,0.0,0.0,de,5
Finanzminister,Finanzminister,LOC,0.030000000000000006,0.0,de,5
Süddeutschland,Süddeutschland,LOC,-0.5933333333333334,0.06666666666666667,de,5
Irland,Irland,LOC,-0.6,0.0,de,5
Mengen,Mengen,LOC,0.27999999999999997,0.2,de,5
Preisbremse,Preisbremse,LOC,-0.3,0.3,de,5
Klimaaktivisten,Klimaaktivisten,LOC,0.0,0.0,de,5
Gas-Lecks,Gas-Lecks,LOC,0.0,0.0,de,5
Kärnten,Kärnten,LOC,0.175,0.0,de,4
Corona-Pause,Corona-Pause,LOC,0.0,0.0,de,4
Kiewer,Kiewer,LOC,0.2125,0.75,de,4
Deutschland?,Deutschland?,LOC,-0.25,0.0,de,4
Wetter: Schnee,Wetter: Schnee,LOC,0.0,0.0,de,4
Freiburg,Freiburg,LOC,-0.175,0.0,de,4
Linz,Linz,LOC,-0.2125,0.0,de,4
Saudi-Arabien,Saudi-Arabien,LOC,0.2,0.1,de,4
Landkreis Ebersberg,Landkreis Ebersberg,LOC,0.0,0.0,de,4
Winterwetter.,Winterwetter.,LOC,0.0,0.0,de,4
Warmwasser,Warmwasser,LOC,0.7,0.0,de,4
Libanon,Libanon,LOC,0.35,0.0,de,4
der Schweiz,der Schweiz,LOC,-0.375,0.125,de,4
Ostsee-Insel,Ostsee-Insel,LOC,0.0,0.0,de,4
Bornholm,Bornholm,LOC,0.0,0.0,de,4
Holländische Viertel,Holländische Viertel,LOC,0.0,0.0,de,4
Niedersachsens,Niedersachsens,LOC,-0.175,0.0,de,4
Speicherverband,Speicherverband,LOC,1.0,0.0,de,4
Ostseeküste,Ostseeküste,LOC,-0.25,0.0,de,4
Maskenpflicht,Maskenpflicht,LOC,-0.07500000000000001,0.0,de,4
Israel,Israel,LOC,0.35,0.0,de,4
Tierheim Berlin,Tierheim Berlin,LOC,-0.11250000000000002,0.25,de,4
Winterberg,Winterberg,LOC,0.0,0.0,de,4
Republik Moldau,Republik Moldau,LOC,0.0,0.0,de,4
Dienstag.,Dienstag.,LOC,0.0,0.0,de,4
LNG-Terminals,LNG-Terminals,LOC,-0.25,0.0,de,4
Neuschnee am Wochenende,Neuschnee am Wochenende,LOC,-0.7,0.0,de,4
Leipzigs,Leipzigs,LOC,-0.175,0.0,de,4
bayerischen Bergen,bayerischen Bergen,LOC,-0.7,0.0,de,4
Russen,Russen,LOC,-0.2583333333333333,0.16666666666666666,de,4
Griechenland,Griechenland,LOC,0.175,0.0,de,4
Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,LOC,0.0875,0.625,de,4
Ungarn,Ungarn,LOC,0.0,0.5,de,4
Bulgarien,Bulgarien,LOC,0.5249999999999999,0.0,de,4
Oberfranken,Oberfranken,LOC,0.0,0.0,de,4
Corona-Welle,Corona-Welle,LOC,0.0,0.0,de,4
Mainz,Mainz,LOC,-0.25,0.0,de,4
Briten,Briten,LOC,-0.425,0.0,de,4
Rom,Rom,LOC,0.0,0.0,de,4
Hochwasserschutzes an der Donau,Hochwasserschutzes an der Donau,LOC,0.0,0.0,de,4
Athen,Athen,LOC,0.0,0.0,de,4
Kroatien.,Kroatien.,LOC,0.0,0.0,de,4
Milliardenhöhe,Milliardenhöhe,LOC,0.0,0.0,de,4
Nord Stream,Nord Stream,LOC,0.0,0.0,de,4
Paris.,Paris.,LOC,0.0,0.0,de,4
Energie-Krise,Energie-Krise,LOC,0.175,0.25,de,4
Parks,Parks,LOC,0.0,0.0,de,4
Lauterbach,Lauterbach,LOC,-0.325,0.0,de,4
Selenskyj,Selenskyj,LOC,0.5249999999999999,0.0,de,4
Braunkohlekraftwerk Jänschwalde,Braunkohlekraftwerk Jänschwalde,LOC,0.0,0.0,de,4
Oberstdorf,Oberstdorf,LOC,0.0,0.0,de,4
Borkum,Borkum,LOC,0.475,0.0,de,4
Fracking-Gas,Fracking-Gas,LOC,0.3,0.0,de,4
Mittwoch.,Mittwoch.,LOC,0.425,0.0,de,4
Donnerstagmorgen,Donnerstagmorgen,LOC,0.0,0.0,de,4
Teuer-Winter,Teuer-Winter,LOC,0.35,0.0,de,4
Moldawien,Moldawien,LOC,0.175,0.0,de,4
Preisbremsen,Preisbremsen,LOC,0.175,0.5,de,4
Freistaat,Freistaat,LOC,0.0,0.5,de,4
Energiepreisbremse,Energiepreisbremse,LOC,0.175,0.0,de,4
Gas-Lieferungen,Gas-Lieferungen,LOC,0.0,0.0,de,3
Dresdner,Dresdner,LOC,0.4666666666666666,0.3333333333333333,de,3
Blitzeis +++ Darum,Blitzeis +++ Darum,LOC,0.1711111111111111,0.0,de,3
Vancouver,Vancouver,LOC,-0.6666666666666666,0.0,de,3
d…,d…,LOC,-0.3333333333333333,0.0,de,3
Norwegens,Norwegens,LOC,0.0,0.0,de,3
Gaspreisdeckel.,Gaspreisdeckel.,LOC,0.0,0.0,de,3
Glatteisunfällen,Glatteisunfällen,LOC,0.4666666666666666,0.0,de,3
Winter-Wetter,Winter-Wetter,LOC,0.0,0.0,de,3
BW:,BW:,LOC,0.0,0.0,de,3
Blitzeis,Blitzeis,LOC,0.11666666666666665,0.16666666666666666,de,3
Frankfurter Flughafen,Frankfurter Flughafen,LOC,0.4666666666666666,0.0,de,3
Lörrach,Lörrach,LOC,0.4666666666666666,0.0,de,3
Lützerath.,Lützerath.,LOC,-0.6666666666666666,0.0,de,3
Nordrhein-Westfalens,Nordrhein-Westfalens,LOC,-0.3333333333333333,0.0,de,3
Fuldaer,Fuldaer,LOC,0.3222222222222222,0.0,de,3
Spaniens Küste,Spaniens Küste,LOC,-0.10000000000000002,0.0,de,3
Energie-Infrastruktur,Energie-Infrastruktur,LOC,-0.5666666666666667,0.0,de,3
Tierpark Berlin,Tierpark Berlin,LOC,0.0,0.0,de,3
Potsdam.,Potsdam.,LOC,0.0,0.0,de,3
Oberösterreich,Oberösterreich,LOC,0.39999999999999997,0.16666666666666666,de,3
A4,A4,LOC,0.0,1.0,de,3
Vorarlberg,Vorarlberg,LOC,0.0,0.3333333333333333,de,3
Gas-Fracking,Gas-Fracking,LOC,0.0,0.0,de,3
Kasseler,Kasseler,LOC,0.2333333333333333,0.0,de,3
Erdgasspeicher,Erdgasspeicher,LOC,0.6666666666666666,0.3333333333333333,de,3
Bergen.,Bergen.,LOC,0.2333333333333333,0.0,de,3
Ukraine-Krieg,Ukraine-Krieg,LOC,0.2333333333333333,0.0,de,3
Freising,Freising,LOC,-0.05000000000000001,0.0,de,3
Lützerath,Lützerath,LOC,0.0,0.6666666666666666,de,3
Stockelsdorf,Stockelsdorf,LOC,0.2333333333333333,0.0,de,3
Großröhrsdorf,Großröhrsdorf,LOC,0.11666666666666665,0.16666666666666666,de,3
Kliniken,Kliniken,LOC,0.2333333333333333,0.0,de,3
Emirat,Emirat,LOC,-0.6666666666666666,0.0,de,3
Doha,Doha,LOC,0.11666666666666665,0.5,de,3
Gaspreisentwicklung,Gaspreisentwicklung,LOC,0.0,0.0,de,3
Jahresverbrauchs,Jahresverbrauchs,LOC,0.2333333333333333,0.6666666666666666,de,3
Kroatiens,Kroatiens,LOC,-0.6666666666666666,0.0,de,3
Kroatien,Kroatien,LOC,0.0,0.3333333333333333,de,3
Warntag,Warntag,LOC,0.0,0.0,de,3
Pipelines,Pipelines,LOC,0.0,0.0,de,3
Kiew.,Kiew.,LOC,0.0,0.0,de,3
Berlins,Berlins,LOC,0.0,0.3,de,3
New York,New York,LOC,0.2333333333333333,0.0,de,3
Buffalo,Buffalo,LOC,0.2333333333333333,0.0,de,3
Kiews,Kiews,LOC,0.3333333333333333,0.0,de,3
Wärmestuben,Wärmestuben,LOC,0.0,0.0,de,3
Syrien,Syrien,LOC,0.2333333333333333,0.1111111111111111,de,3
Schleswig-Holstein.,Schleswig-Holstein.,LOC,-0.2333333333333333,0.0,de,3
Mecklenburg-Vorpommerns,Mecklenburg-Vorpommerns,LOC,0.0,0.0,de,3
Gasag-Tochter,Gasag-Tochter,LOC,0.0,0.0,de,3
St…,St…,LOC,0.0,0.0,de,3
Stadtautobahn A100,Stadtautobahn A100,LOC,-0.3333333333333333,0.0,de,3
Rehden,Rehden,LOC,0.0,0.0,de,3
La Niña,La Niña,LOC,0.0,0.0,de,3
LNG-Anlandeterminal,LNG-Anlandeterminal,LOC,0.0,0.0,de,3
Bergen,Bergen,LOC,0.3333333333333333,0.0,de,3
Ersatzheizungen,Ersatzheizungen,LOC,0.0,0.0,de,3
Landkreises,Landkreises,LOC,-0.6666666666666666,0.0,de,3
Klimaökonom Edenhofer,Klimaökonom Edenhofer,LOC,0.0,0.0,de,3
Mars,Mars,LOC,0.0,0.0,de,3
Brakel,Brakel,LOC,0.2333333333333333,0.0,de,3
Ukraine?,Ukraine?,LOC,0.0,0.0,de,3
Kanadas,Kanadas,LOC,-0.6666666666666666,0.0,de,3
Qatar,Qatar,LOC,-0.43333333333333335,0.0,de,3
Stade,Stade,LOC,0.0,0.0,de,3
Rügen,Rügen,LOC,-0.8333333333333334,0.16666666666666666,de,3
Kanada,Kanada,LOC,0.0,0.0,de,3
Thüringens,Thüringens,LOC,0.0,0.0,de,3
Berliner Pfaueninsel,Berliner Pfaueninsel,LOC,0.0,0.0,de,3
Münster,Münster,LOC,-0.6666666666666666,0.0,de,3
Bundes.,Bundes.,LOC,0.0,0.0,de,3
Südafrikas,Südafrikas,LOC,0.0,0.0,de,3
Gladbach,Gladbach,LOC,0.0,0.0,de,3
Emirats,Emirats,LOC,0.0,0.0,de,3
Brandenburger Straße,Brandenburger Straße,LOC,0.0,0.3333333333333333,de,3
Westhafen,Westhafen,LOC,0.6999999999999998,0.0,de,3
Gaspipelines,Gaspipelines,LOC,0.2333333333333333,0.0,de,3
IEA-Chef,IEA-Chef,LOC,0.3333333333333333,0.3333333333333333,de,3
Leyen,Leyen,LOC,0.1333333333333333,0.0,de,3
Wilhelmshaven.,Wilhelmshaven.,LOC,0.0,0.0,de,3
Enercity,Enercity,LOC,0.0,1.0,de,3
Australiens,Australiens,LOC,0.11333333333333333,0.39999999999999997,de,3
Portugal,Portugal,LOC,0.4466666666666666,0.06666666666666667,de,3
Prag,Prag,LOC,0.0,0.0,de,3
Schwedens,Schwedens,LOC,0.0,0.0,de,3
Abwehrschirm,Abwehrschirm,LOC,0.9,0.0,de,3
Küste,Küste,LOC,0.4666666666666666,0.0,de,3
Pyrenäen,Pyrenäen,LOC,0.0,0.0,de,3
Knappes,Knappes,LOC,0.0,0.0,de,3
Kalte,Kalte,LOC,-0.4055555555555555,0.0,de-DE,3
Niedersachsen.,Niedersachsen.,LOC,0.0,0.0,de,3
Gaspreisbremse:,Gaspreisbremse:,LOC,0.0,0.0,de,3
Behördenangaben,Behördenangaben,LOC,0.3,0.16666666666666666,de,3
Donnerstagabend.,Donnerstagabend.,LOC,0.0,0.0,de,2
Deutschlandweit,Deutschlandweit,LOC,0.1,0.0,de,2
Münchner Airport,Münchner Airport,LOC,-0.5,0.5,de,2
MÃ¼nchner,MÃ¼nchner,LOC,0.0,0.0,de,2
Offshore-Windparks,Offshore-Windparks,LOC,0.0,1.0,de,2
Stromlücke,Stromlücke,LOC,-0.25,0.25,de,2
Afrika,Afrika,LOC,0.0,0.0,de,2
Milliardeneinbußen.,Milliardeneinbußen.,LOC,0.0,0.0,de,2
DWD,DWD,LOC,0.0,0.0,de,2
Mississippi,Mississippi,LOC,0.0,0.0,de,2
Horst-Bienek-Preisen,Horst-Bienek-Preisen,LOC,0.6666666666666666,0.3333333333333333,de,2
Nordhessen,Nordhessen,LOC,0.7,0.0,de,2
Gas-,Gas-,LOC,0.35,0.0,de,2
gefährlichem Glatteis,gefährlichem Glatteis,LOC,-1.0,0.0,de,2
G,G,LOC,0.0,0.0,de,2
Sauerland,Sauerland,LOC,0.0,0.0,de,2
Krisen-Winter,Krisen-Winter,LOC,0.0,0.0,de,2
Braunkohlekraftwerke Neurath F,Braunkohlekraftwerke Neurath F,LOC,0.0,0.0,de,2
Rheinischen Revier,Rheinischen Revier,LOC,0.0,0.0,de,2
Salzburg,Salzburg,LOC,0.0,0.0,de,2
AB,AB,LOC,-1.0,0.0,de,2
Neustadt bei Coburg,Neustadt bei Coburg,LOC,1.0,0.0,de,2
Süddeutschland.,Süddeutschland.,LOC,0.0,0.0,de,2
Sachsen.,Sachsen.,LOC,0.0,0.0,de,2
Oberpfalz,Oberpfalz,LOC,-0.35,0.5,de,2
Nord-Stream-Lecks,Nord-Stream-Lecks,LOC,0.0,0.5,de,2
Wetter: Glatteis,Wetter: Glatteis,LOC,0.0,0.0,de,2
Krim,Krim,LOC,0.0,0.0,de,2
München:,München:,LOC,-0.35,0.0,de,2
Finanztip-Chef,Finanztip-Chef,LOC,0.7,0.0,de,2
Wetter: Glätte und Schnee,Wetter: Glätte und Schnee,LOC,0.0,0.0,de,2
Südbaden,Südbaden,LOC,-0.35,0.0,de,2
Schnee,Schnee,LOC,0.0,0.0,de,2
Winterthur,Winterthur,LOC,0.0,0.5,de,2
Winter-Vorboten,Winter-Vorboten,LOC,0.0,0.0,de,2
Wetter:,Wetter:,LOC,0.0,0.0,de,2
Bundesfinanzministerium,Bundesfinanzministerium,LOC,0.35,0.0,de,2
Bundesamt,Bundesamt,LOC,-0.35,0.0,de,2
Odessa,Odessa,LOC,0.0,0.0,de,2
Blitzeis-Alarm,Blitzeis-Alarm,LOC,0.0,0.5,de,2
Ski-Saison,Ski-Saison,LOC,0.0,0.0,de,2
Bezirk Pankow,Bezirk Pankow,LOC,0.0,0.0,de,2
Ampel-Fraktionen,Ampel-Fraktionen,LOC,0.0,0.0,de,2
bayerischen Alpen,bayerischen Alpen,LOC,0.0,0.0,de,2
Neblig-graue Tage.,Neblig-graue Tage.,LOC,0.0,0.0,de,2
Vereinigten Staaten,Vereinigten Staaten,LOC,-0.06666666666666665,0.0,de,2
Talbrücke Hembsen,Talbrücke Hembsen,LOC,0.35,0.0,de,2
Gasbedarfs,Gasbedarfs,LOC,0.0,0.0,de,2
Bangl,Bangl,LOC,0.0,0.0,de,2
Toda,Toda,LOC,0.0,0.0,de,2
Leitung?,Leitung?,LOC,0.0,1.0,de,2
A115,A115,LOC,-0.5,0.0,de,2
Österreicher,Österreicher,LOC,0.0,0.0,de,2
Vierschanzen-Tournee,Vierschanzen-Tournee,LOC,0.0,0.0,de,2
Tagebau Garzweiler,Tagebau Garzweiler,LOC,0.0,0.0,de,2
Feuer-Einsätze,Feuer-Einsätze,LOC,0.7,0.0,de,2
Balkanroute,Balkanroute,LOC,-0.5,0.0,de,2
Gefängnissen bei Blackout.,Gefängnissen bei Blackout.,LOC,0.7,0.0,de,2
Hoffnungsfrohe Lektüren.,Hoffnungsfrohe Lektüren.,LOC,1.0,0.0,de,2
Kinderstationen,Kinderstationen,LOC,0.0,0.0,de,2
Nordlondoner Park,Nordlondoner Park,LOC,0.0,0.0,de,2
Wintersport-Winter,Wintersport-Winter,LOC,-1.0,0.0,de,2
Bob,Bob,LOC,0.0,0.0,de,2
Stadt Venedig,Stadt Venedig,LOC,0.0,0.0,de,2
Garmisch,Garmisch,LOC,0.0,0.0,de,2
Pakistan,Pakistan,LOC,0.0,0.16666666666666666,de,2
Wartungsmodus.,Wartungsmodus.,LOC,0.0,1.0,de,2
A,A,LOC,0.0,0.0,de,2
EU-Staaten,EU-Staaten,LOC,-0.35,0.0,de,2
Kontinents,Kontinents,LOC,0.0,0.0,de,2
Berlin:,Berlin:,LOC,0.0,0.0,de,2
Winterdienst-Einsatz,Winterdienst-Einsatz,LOC,0.0,0.0,de,2
Vorarlberger,Vorarlberger,LOC,-0.35,0.0,de,2
Winternotprogramms,Winternotprogramms,LOC,-0.85,0.0,de,2
Lörracher Burghof,Lörracher Burghof,LOC,0.7,0.0,de,2
Qatar.,Qatar.,LOC,-0.18333333333333332,0.0,de,2
Tokio,Tokio,LOC,-0.5,0.0,de,2
Herbstwelle,Herbstwelle,LOC,0.0,0.0,de,2
Japaner,Japaner,LOC,0.0,0.0,de,2
Mobilisierungswelle,Mobilisierungswelle,LOC,0.35,0.0,de,2
Infektionswellen,Infektionswellen,LOC,0.0,0.0,de,2
Bund-Länder-Gipfel,Bund-Länder-Gipfel,LOC,0.7,0.0,de,2
Flüssiggasterminals,Flüssiggasterminals,LOC,0.25,0.75,de,2
Republik,Republik,LOC,0.0,0.0,de,2
Landkreis Erding,Landkreis Erding,LOC,0.0,1.0,de,2
Campingkocher,Campingkocher,LOC,-0.35,0.0,de,2
Energiepreisbremse: Robert Habeck,Energiepreisbremse: Robert Habeck,LOC,0.0,0.0,de,2
Schweizer Alpen,Schweizer Alpen,LOC,0.0,0.0,de,2
Schnee-Spuren,Schnee-Spuren,LOC,0.85,0.0,de,2
Auto-Bahnen.,Auto-Bahnen.,LOC,0.85,0.0,de,2
Land Berlin,Land Berlin,LOC,0.35,0.0,de,2
Radwegen,Radwegen,LOC,-0.5,0.5,de,2
Winterberg.,Winterberg.,LOC,0.0,0.0,de,2
Staat Bürgerinnen und Bürger,Staat Bürgerinnen und Bürger,LOC,0.7,0.0,de,2
Bobrennen,Bobrennen,LOC,0.0,0.0,de,2
Japans,Japans,LOC,0.5,0.0,de,2
Glatteis-Lage,Glatteis-Lage,LOC,1.0,0.0,de,2
Leipzig.,Leipzig.,LOC,0.0,0.0,de,2
Minusgrade.,Minusgrade.,LOC,-1.0,0.0,de,2
Borkum.,Borkum.,LOC,-0.85,0.0,de,2
Essen,Essen,LOC,0.0,0.0,de,2
Offenbach,Offenbach,LOC,0.0,0.0,de,2
Stadt Offenbach,Stadt Offenbach,LOC,0.0,0.0,de,2
di…,di…,LOC,-0.5,0.0,de,2
Salzlandkreis,Salzlandkreis,LOC,0.0,0.0,de,2
Oberharz am Brocken.,Oberharz am Brocken.,LOC,0.0,0.0,de,2
Oberharz am Brocken,Oberharz am Brocken,LOC,0.7,0.0,de,2
Haus von Finanzminister,Haus von Finanzminister,LOC,0.35,0.0,de,2
Wochenvergleich,Wochenvergleich,LOC,0.0,0.0,de,2
Nord-,Nord-,LOC,0.0,0.0,de,2
Mond,Mond,LOC,0.0,0.0,de,2
49-Euro Ticket,49-Euro Ticket,LOC,0.0,0.0,de,2
Wilhelmshaven: Erstes Gas,Wilhelmshaven: Erstes Gas,LOC,0.0,0.0,de,2
Sachsen-Anhalts,Sachsen-Anhalts,LOC,0.0,0.0,de,2
Dublin,Dublin,LOC,0.0,0.0,de,2
Raketeneinschlag,Raketeneinschlag,LOC,0.0,0.0,de,2
Illerkirchberg,Illerkirchberg,LOC,-0.5,0.0,de,2
Erde,Erde,LOC,0.0,0.0,de,2
GTT,GTT,LOC,0.0,0.0,de,2
Technigaz,Technigaz,LOC,0.0,0.0,de,2
Fensternähe.,Fensternähe.,LOC,-0.7,0.0,de,2
