domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.stern.de,0.055030219780219776,0.18521808416656269,0.0918925518925519,0.1711763939154868,65.0
www.spiegel.de,0.05710595934280144,0.20806463720241716,0.09915761626287942,0.13815059420589224,57.0
www.morgenpost.de,0.01809299191374663,0.1527355015828017,0.12452830188679245,0.14027394712781838,53.0
www.n-tv.de,0.05789351851851851,0.2459287076609602,0.08189980158730159,0.1288370224762753,48.0
www.handelsblatt.com,0.04052398989898989,0.2125336288932329,0.07757936507936508,0.13437855240511212,44.0
www.zeit.de,-0.033992248062015507,0.13326443633387994,0.010852713178294573,0.04347408778342519,43.0
www.faz.net,0.0526218820861678,0.24239091296355683,0.06825396825396826,0.12328315100080195,42.0
www.focus.de,0.007942942942942944,0.24040273045359578,0.10478335478335478,0.19325795063478274,37.0
www.welt.de,0.023259379509379507,0.22878959248699232,0.05447931697931698,0.08042871454881059,33.0
www.tagesschau.de,0.03206896551724138,0.2371205995846017,0.07372742200328407,0.17706448365763042,29.0
www.sueddeutsche.de,0.0002650226757369522,0.2785499258207569,0.03163265306122449,0.09691828561748107,28.0
www.heise.de,0.04627450980392156,0.22100035304440493,0.06680672268907563,0.12948438702250184,17.0
www.tagesspiegel.de,-0.0269327731092437,0.15539316956736743,0.14047619047619048,0.158297525489073,17.0
www.wiwo.de,0.00861111111111111,0.29561706827955836,0.06698412698412698,0.095335267887068,15.0
www.bild.de,0.030416666666666658,0.26126563187409413,0.02997448979591837,0.08066691991101452,14.0
www.dw.com,-0.013988095238095235,0.14888190880191368,0.016666666666666666,0.05773502691896258,12.0
taz.de,-0.06515151515151517,0.27552521012448467,0.0606060606060606,0.11236664374387369,11.0
www.diepresse.com,-0.009166666666666662,0.27531715717883815,0.06000000000000001,0.1349897115421106,10.0
orf.at,0.15466666666666665,0.23068711106144732,0.0,0.0,10.0
de.rt.com,-0.05771604938271605,0.15398022872032205,0.011111111111111112,0.03333333333333334,9.0
www.chip.de,0.1907142857142857,0.18225848337431308,0.10714285714285714,0.1336306209562122,7.0
www.nzz.ch,0.040748299319727885,0.06540868505280392,0.05782312925170068,0.12437078434545729,7.0
www.t-online.de,-0.034999999999999996,0.15771810295587504,0.075,0.16770509831248423,5.0
www.brigitte.de,0.052604166666666674,0.2664244505431553,0.03125,0.0625,4.0
www.manager-magazin.de,-0.009999999999999997,0.04242640687119285,0.15000000000000002,0.19148542155126763,4.0
web.de,0.025000000000000005,0.4337337893224368,0.0,0.0,3.0
www.kicker.de,0.002777777777777777,0.1708502701631309,0.3101851851851852,0.07897556532051841,3.0
tirol.orf.at,-0.05333333333333334,0.22479620400116485,0.10833333333333334,0.10103629710818451,3.0
www.giga.de,0.14555555555555552,0.032030078456443484,0.09999999999999999,0.17320508075688773,3.0
ooe.orf.at,-0.19685185185185186,0.10083958250199648,0.09259259259259257,0.16037507477489601,3.0
noe.orf.at,0.10833333333333332,0.01178511301977579,0.0,0.0,2.0
salzburg.orf.at,-0.07291666666666666,0.020623947784607626,0.03333333333333333,0.04714045207910317,2.0
de.euronews.com,0.07916666666666665,0.21802459086585216,0.0,0.0,2.0
www.horizont.net,0.0,1.0,0.0,1.0,1.0
fm4.orf.at,0.0,1.0,0.0,1.0,1.0
rp-online.de,0.0,1.0,0.0,1.0,1.0
www.wissenschaft.de,0.0,1.0,0.0,1.0,1.0
science.orf.at,0.0,1.0,0.0,1.0,1.0
steiermark.orf.at,0.0,1.0,0.0,1.0,1.0
weather.com,0.0,1.0,0.0,1.0,1.0
wien.orf.at,0.0,1.0,0.0,1.0,1.0
www.bz-berlin.de,0.0,1.0,0.0,1.0,1.0
www.rnd.de,0.0,1.0,0.0,1.0,1.0
www.rbb24.de,0.0,1.0,0.0,1.0,1.0
www.prnewswire.com,0.0,1.0,0.0,1.0,1.0
www.computerbild.de,0.0,1.0,0.0,1.0,1.0
kaernten.orf.at,0.0,1.0,0.0,1.0,1.0
www.msn.com,0.0,1.0,0.0,1.0,1.0
meedia.de,0.0,1.0,0.0,1.0,1.0
www.derstandard.at,0.0,1.0,0.0,1.0,1.0
www.maclife.de,0.0,1.0,0.0,1.0,1.0
burgenland.orf.at,0.0,1.0,0.0,1.0,1.0
